situation,mode,overall,alpha,lam,test_loss
Unrelated task,Projection,True,0.100000,0.100000,0.441738
Unrelated task,Projection,True,1.000000,0.100000,0.449524
Same task,Projection,False,0.010000,0.100000,0.439378
Same task,Projection,False,0.100000,0.100000,0.434826
Same task,Projection,False,1.000000,0.100000,0.435980
Similar task,Projection,False,0.010000,0.100000,0.444055
Similar task,Projection,False,0.100000,0.100000,0.440091
Similar task,Projection,False,1.000000,0.100000,0.438802
Unrelated task,Projection,False,0.010000,0.100000,0.441155
Unrelated task,Projection,False,0.100000,0.100000,0.441497
Unrelated task,Projection,False,1.000000,0.100000,0.442909
Same task,Projection,True,0.010000,0.300000,0.420700
Same task,Projection,True,0.100000,0.300000,0.424401
Same task,Projection,True,1.000000,0.300000,0.427514
Similar task,Projection,True,0.010000,0.300000,0.433589
Similar task,Projection,True,0.100000,0.300000,0.428933
Similar task,Projection,True,1.000000,0.300000,0.440761
Unrelated task,Projection,True,0.010000,0.300000,0.452330
Unrelated task,Projection,True,0.100000,0.300000,0.448814
Unrelated task,Projection,True,1.000000,0.300000,0.452825
Same task,Projection,False,0.010000,0.300000,0.422764
Same task,Projection,False,0.100000,0.300000,0.428850
Same task,Projection,False,1.000000,0.300000,0.429862
Similar task,Projection,False,0.010000,0.300000,0.432374
Similar task,Projection,False,0.100000,0.300000,0.430869
Similar task,Projection,False,1.000000,0.300000,0.438802
Unrelated task,Projection,False,0.010000,0.300000,0.449362
Unrelated task,Projection,False,0.100000,0.300000,0.451936
Unrelated task,Projection,False,1.000000,0.300000,0.451057
Same task,Projection,True,0.010000,1.000000,0.416665
Same task,Projection,True,0.100000,1.000000,0.424054
Same task,Projection,True,1.000000,1.000000,0.428380
Similar task,Projection,True,0.010000,1.000000,0.437382
Similar task,Projection,True,0.100000,1.000000,0.427147
Similar task,Projection,True,1.000000,1.000000,0.439022
Unrelated task,Projection,True,0.010000,1.000000,0.466946
Unrelated task,Projection,True,0.100000,1.000000,0.484366
Unrelated task,Projection,True,1.000000,1.000000,0.489990
Same task,Projection,False,0.010000,1.000000,0.422528
Same task,Projection,False,0.100000,1.000000,0.423104
Same task,Projection,False,1.000000,1.000000,0.433174
Similar task,Projection,False,0.010000,1.000000,0.432104
Similar task,Projection,False,0.100000,1.000000,0.439680
Similar task,Projection,False,1.000000,1.000000,0.447492
Unrelated task,Projection,False,0.010000,1.000000,0.466543
Unrelated task,Projection,False,0.100000,1.000000,0.480691
Unrelated task,Projection,False,1.000000,1.000000,0.492734
Same task,Projection,True,0.010000,3.000000,0.409089
Same task,Projection,True,0.100000,3.000000,0.424488
Same task,Projection,True,1.000000,3.000000,0.426231
Similar task,Projection,True,0.010000,3.000000,0.425428
Similar task,Projection,True,0.100000,3.000000,0.448668
Similar task,Projection,True,1.000000,3.000000,0.443805
Unrelated task,Projection,True,0.010000,3.000000,0.491396
Unrelated task,Projection,True,0.100000,3.000000,0.518330
Unrelated task,Projection,True,1.000000,3.000000,0.523479
Same task,Projection,False,0.010000,3.000000,0.415268
Same task,Projection,False,0.100000,3.000000,0.408092
Same task,Projection,False,1.000000,3.000000,0.428510
Similar task,Projection,False,0.010000,3.000000,0.430012
Similar task,Projection,False,0.100000,3.000000,0.436509
Similar task,Projection,False,1.000000,3.000000,0.440044
Unrelated task,Projection,False,0.010000,3.000000,0.492752
Unrelated task,Projection,False,0.100000,3.000000,0.515653
Unrelated task,Projection,False,1.000000,3.000000,0.520706
Same task,Projection,True,0.010000,10.000000,0.416605
Same task,Projection,True,0.100000,10.000000,0.431111
Same task,Projection,True,1.000000,10.000000,0.433371
Similar task,Projection,True,0.010000,10.000000,0.448563
Similar task,Projection,True,0.100000,10.000000,0.452108
Similar task,Projection,True,1.000000,10.000000,0.455343
Unrelated task,Projection,True,0.010000,10.000000,0.543593
Unrelated task,Projection,True,0.100000,10.000000,0.532567
Unrelated task,Projection,True,1.000000,10.000000,0.542385
Same task,Projection,False,0.010000,10.000000,0.409516
Same task,Projection,False,0.100000,10.000000,0.435015
Same task,Projection,False,1.000000,10.000000,0.429212
Similar task,Projection,False,0.010000,10.000000,0.438473
Similar task,Projection,False,0.100000,10.000000,0.447637
Similar task,Projection,False,1.000000,10.000000,0.457570
Unrelated task,Projection,False,0.010000,10.000000,0.543656
Unrelated task,Projection,False,0.100000,10.000000,0.541054
Unrelated task,Projection,False,1.000000,10.000000,0.542962
Same task,Projection,True,0.010000,0.100000,0.433633
Same task,Projection,True,0.100000,0.100000,0.443518
Same task,Projection,True,1.000000,0.100000,0.438146
Similar task,Projection,True,0.010000,0.100000,0.436151
Similar task,Projection,True,0.100000,0.100000,0.434025
Similar task,Projection,True,1.000000,0.100000,0.440207
Unrelated task,Projection,True,0.010000,0.100000,0.443029
Unrelated task,Projection,True,0.100000,0.100000,0.447387
Unrelated task,Projection,True,1.000000,0.100000,0.448408
Same task,Projection,False,0.010000,0.100000,0.439517
Same task,Projection,False,0.100000,0.100000,0.437389
Same task,Projection,False,1.000000,0.100000,0.435782
Similar task,Projection,False,0.010000,0.100000,0.432551
Similar task,Projection,False,0.100000,0.100000,0.435259
Similar task,Projection,False,1.000000,0.100000,0.437107
Unrelated task,Projection,False,0.010000,0.100000,0.445219
Unrelated task,Projection,False,0.100000,0.100000,0.446038
Unrelated task,Projection,False,1.000000,0.100000,0.447656
Same task,Projection,True,0.010000,0.300000,0.425081
Same task,Projection,True,0.100000,0.300000,0.418636
Same task,Projection,True,1.000000,0.300000,0.425853
Similar task,Projection,True,0.010000,0.300000,0.426063
Similar task,Projection,True,0.100000,0.300000,0.423850
Similar task,Projection,True,1.000000,0.300000,0.437549
Unrelated task,Projection,True,0.010000,0.300000,0.452297
Unrelated task,Projection,True,0.100000,0.300000,0.448769
Unrelated task,Projection,True,1.000000,0.300000,0.458836
Same task,Projection,False,0.010000,0.300000,0.417989
Same task,Projection,False,0.100000,0.300000,0.423630
Same task,Projection,False,1.000000,0.300000,0.424591
Similar task,Projection,False,0.010000,0.300000,0.427252
Similar task,Projection,False,0.100000,0.300000,0.425962
Similar task,Projection,False,1.000000,0.300000,0.428624
Unrelated task,Projection,False,0.010000,0.300000,0.447526
Unrelated task,Projection,False,0.100000,0.300000,0.448558
Unrelated task,Projection,False,1.000000,0.300000,0.456769
Same task,Projection,True,0.010000,1.000000,0.404995
Same task,Projection,True,0.100000,1.000000,0.412167
Same task,Projection,True,1.000000,1.000000,0.418484
Similar task,Projection,True,0.010000,1.000000,0.420244
Similar task,Projection,True,0.100000,1.000000,0.427279
Similar task,Projection,True,1.000000,1.000000,0.436196
Unrelated task,Projection,True,0.010000,1.000000,0.464418
Unrelated task,Projection,True,0.100000,1.000000,0.478819
Unrelated task,Projection,True,1.000000,1.000000,0.487997
Same task,Projection,False,0.010000,1.000000,0.406562
Same task,Projection,False,0.100000,1.000000,0.415373
Same task,Projection,False,1.000000,1.000000,0.420029
Similar task,Projection,False,0.010000,1.000000,0.423907
Similar task,Projection,False,0.100000,1.000000,0.429005
Similar task,Projection,False,1.000000,1.000000,0.435933
Unrelated task,Projection,False,0.010000,1.000000,0.468565
Unrelated task,Projection,False,0.100000,1.000000,0.482219
Unrelated task,Projection,False,1.000000,1.000000,0.486306
Same task,Projection,True,0.010000,3.000000,0.402844
Same task,Projection,True,0.100000,3.000000,0.413270
Same task,Projection,True,1.000000,3.000000,0.423981
Similar task,Projection,True,0.010000,3.000000,0.421426
Similar task,Projection,True,0.100000,3.000000,0.438890
Similar task,Projection,True,1.000000,3.000000,0.443730
Unrelated task,Projection,True,0.010000,3.000000,0.502890
Unrelated task,Projection,True,0.100000,3.000000,0.522627
Unrelated task,Projection,True,1.000000,3.000000,0.523488
Same task,Projection,False,0.010000,3.000000,0.408135
Same task,Projection,False,0.100000,3.000000,0.420572
Same task,Projection,False,1.000000,3.000000,0.428841
Similar task,Projection,False,0.010000,3.000000,0.425905
Similar task,Projection,False,0.100000,3.000000,0.431081
Similar task,Projection,False,1.000000,3.000000,0.436992
Unrelated task,Projection,False,0.010000,3.000000,0.503655
Unrelated task,Projection,False,0.100000,3.000000,0.518725
Unrelated task,Projection,False,1.000000,3.000000,0.521635
Same task,Projection,True,0.010000,10.000000,0.417077
Same task,Projection,True,0.100000,10.000000,0.430491
Same task,Projection,True,1.000000,10.000000,0.424522
Similar task,Projection,True,0.010000,10.000000,0.423599
Similar task,Projection,True,0.100000,10.000000,0.451129
Similar task,Projection,True,1.000000,10.000000,0.543657
Unrelated task,Projection,True,0.010000,10.000000,0.542816
Unrelated task,Projection,True,0.100000,10.000000,0.529890
Unrelated task,Projection,True,1.000000,10.000000,0.542884
Same task,Projection,False,0.010000,10.000000,0.407495
Same task,Projection,False,0.100000,10.000000,0.429913
Same task,Projection,False,1.000000,10.000000,0.431401
Similar task,Projection,False,0.010000,10.000000,0.437037
Similar task,Projection,False,0.100000,10.000000,0.450083
Similar task,Projection,False,1.000000,10.000000,0.452801
Unrelated task,Projection,False,0.010000,10.000000,0.542608
Unrelated task,Projection,False,0.100000,10.000000,0.540352
Unrelated task,Projection,False,1.000000,10.000000,0.542765
Same task,Projection,True,0.010000,0.100000,0.438305
Same task,Projection,True,0.100000,0.100000,0.436505
Same task,Projection,True,1.000000,0.100000,0.441828
Similar task,Projection,True,0.010000,0.100000,0.433815
Similar task,Projection,True,0.100000,0.100000,0.435340
Similar task,Projection,True,1.000000,0.100000,0.447235
Unrelated task,Projection,True,0.010000,0.100000,0.445170
Unrelated task,Projection,True,0.100000,0.100000,0.445200
Unrelated task,Projection,True,1.000000,0.100000,0.448475
Same task,Projection,False,0.010000,0.100000,0.441404
Same task,Projection,False,0.100000,0.100000,0.434711
Same task,Projection,False,1.000000,0.100000,0.443889
Similar task,Projection,False,0.010000,0.100000,0.446318
Similar task,Projection,False,0.100000,0.100000,0.443006
Similar task,Projection,False,1.000000,0.100000,0.445945
Unrelated task,Projection,False,0.010000,0.100000,0.445809
Unrelated task,Projection,False,0.100000,0.100000,0.450100
Unrelated task,Projection,False,1.000000,0.100000,0.447703
Same task,Projection,True,0.010000,0.300000,0.428184
Same task,Projection,True,0.100000,0.300000,0.423588
Same task,Projection,True,1.000000,0.300000,0.428737
Similar task,Projection,True,0.010000,0.300000,0.435467
Similar task,Projection,True,0.100000,0.300000,0.435474
Similar task,Projection,True,1.000000,0.300000,0.440971
Unrelated task,Projection,True,0.010000,0.300000,0.443764
Unrelated task,Projection,True,0.100000,0.300000,0.451503
Unrelated task,Projection,True,1.000000,0.300000,0.453004
Same task,Projection,False,0.010000,0.300000,0.421014
Same task,Projection,False,0.100000,0.300000,0.427152
Same task,Projection,False,1.000000,0.300000,0.428424
Similar task,Projection,False,0.010000,0.300000,0.438378
Similar task,Projection,False,0.100000,0.300000,0.429535
Similar task,Projection,False,1.000000,0.300000,0.436133
Unrelated task,Projection,False,0.010000,0.300000,0.442400
Unrelated task,Projection,False,0.100000,0.300000,0.443365
Unrelated task,Projection,False,1.000000,0.300000,0.452267
Same task,Projection,True,0.010000,1.000000,0.420426
Same task,Projection,True,0.100000,1.000000,0.422418
Same task,Projection,True,1.000000,1.000000,0.429831
Similar task,Projection,True,0.010000,1.000000,0.427388
Similar task,Projection,True,0.100000,1.000000,0.420353
Similar task,Projection,True,1.000000,1.000000,0.440638
Unrelated task,Projection,True,0.010000,1.000000,0.478917
Unrelated task,Projection,True,0.100000,1.000000,0.489637
Unrelated task,Projection,True,1.000000,1.000000,0.493378
Same task,Projection,False,0.010000,1.000000,0.434533
Same task,Projection,False,0.100000,1.000000,0.417909
Same task,Projection,False,1.000000,1.000000,0.425364
Similar task,Projection,False,0.010000,1.000000,0.426880
Similar task,Projection,False,0.100000,1.000000,0.426321
Similar task,Projection,False,1.000000,1.000000,0.434614
Unrelated task,Projection,False,0.010000,1.000000,0.473879
Unrelated task,Projection,False,0.100000,1.000000,0.484875
Unrelated task,Projection,False,1.000000,1.000000,0.497455
Same task,Projection,True,0.010000,3.000000,0.401630
Same task,Projection,True,0.100000,3.000000,0.421029
Same task,Projection,True,1.000000,3.000000,0.422622
Similar task,Projection,True,0.010000,3.000000,0.433769
Similar task,Projection,True,0.100000,3.000000,0.434101
Similar task,Projection,True,1.000000,3.000000,0.450255
Unrelated task,Projection,True,0.010000,3.000000,0.497730
Unrelated task,Projection,True,0.100000,3.000000,0.518679
Unrelated task,Projection,True,1.000000,3.000000,0.520294
Same task,Projection,False,0.010000,3.000000,0.409328
Same task,Projection,False,0.100000,3.000000,0.426335
Same task,Projection,False,1.000000,3.000000,0.429137
Similar task,Projection,False,0.010000,3.000000,0.433522
Similar task,Projection,False,0.100000,3.000000,0.446856
Similar task,Projection,False,1.000000,3.000000,0.450297
Unrelated task,Projection,False,0.010000,3.000000,0.491738
Unrelated task,Projection,False,0.100000,3.000000,0.517949
Unrelated task,Projection,False,1.000000,3.000000,0.518822
Same task,Projection,True,0.010000,10.000000,0.408443
Same task,Projection,True,0.100000,10.000000,0.423236
Same task,Projection,True,1.000000,10.000000,0.433300
Similar task,Projection,True,0.010000,10.000000,0.430546
Similar task,Projection,True,0.100000,10.000000,0.445714
Similar task,Projection,True,1.000000,10.000000,0.450931
Unrelated task,Projection,True,0.010000,10.000000,0.543151
Unrelated task,Projection,True,0.100000,10.000000,0.528750
Unrelated task,Projection,True,1.000000,10.000000,0.542982
Same task,Projection,False,0.010000,10.000000,0.415915
Same task,Projection,False,0.100000,10.000000,0.426140
Same task,Projection,False,1.000000,10.000000,0.429029
Similar task,Projection,False,0.010000,10.000000,0.438628
Similar task,Projection,False,0.100000,10.000000,0.451494
Similar task,Projection,False,1.000000,10.000000,0.460443
Unrelated task,Projection,False,0.010000,10.000000,0.543235
Unrelated task,Projection,False,0.100000,10.000000,0.528375
Unrelated task,Projection,False,1.000000,10.000000,0.542416
Same task,Projection,True,0.010000,0.100000,0.432776
Same task,Projection,True,0.100000,0.100000,0.434311
Same task,Projection,True,1.000000,0.100000,0.437421
Similar task,Projection,True,0.010000,0.100000,0.438852
Similar task,Projection,True,0.100000,0.100000,0.438381
Similar task,Projection,True,1.000000,0.100000,0.437919
Unrelated task,Projection,True,0.010000,0.100000,0.444860
Unrelated task,Projection,True,0.100000,0.100000,0.449768
Unrelated task,Projection,True,1.000000,0.100000,0.446774
Same task,Projection,False,0.010000,0.100000,0.438552
Same task,Projection,False,0.100000,0.100000,0.428519
Same task,Projection,False,1.000000,0.100000,0.437318
Similar task,Projection,False,0.010000,0.100000,0.438083
Similar task,Projection,False,0.100000,0.100000,0.435726
Similar task,Projection,False,1.000000,0.100000,0.438041
Unrelated task,Projection,False,0.010000,0.100000,0.447989
Unrelated task,Projection,False,0.100000,0.100000,0.448943
Unrelated task,Projection,False,1.000000,0.100000,0.450631
Same task,Projection,True,0.010000,0.300000,0.421549
Same task,Projection,True,0.100000,0.300000,0.420148
Same task,Projection,True,1.000000,0.300000,0.430116
Similar task,Projection,True,0.010000,0.300000,0.423868
Similar task,Projection,True,0.100000,0.300000,0.428275
Similar task,Projection,True,1.000000,0.300000,0.427800
Unrelated task,Projection,True,0.010000,0.300000,0.455807
Unrelated task,Projection,True,0.100000,0.300000,0.457224
Unrelated task,Projection,True,1.000000,0.300000,0.462329
Same task,Projection,False,0.010000,0.300000,0.423281
Same task,Projection,False,0.100000,0.300000,0.420376
Same task,Projection,False,1.000000,0.300000,0.426074
Similar task,Projection,False,0.010000,0.300000,0.428468
Similar task,Projection,False,0.100000,0.300000,0.427226
Similar task,Projection,False,1.000000,0.300000,0.429147
Unrelated task,Projection,False,0.010000,0.300000,0.454305
Unrelated task,Projection,False,0.100000,0.300000,0.455416
Unrelated task,Projection,False,1.000000,0.300000,0.460657
Same task,Projection,True,0.010000,1.000000,0.413226
Same task,Projection,True,0.100000,1.000000,0.416137
Same task,Projection,True,1.000000,1.000000,0.424753
Similar task,Projection,True,0.010000,1.000000,0.422306
Similar task,Projection,True,0.100000,1.000000,0.437734
Similar task,Projection,True,1.000000,1.000000,0.432330
Unrelated task,Projection,True,0.010000,1.000000,0.476330
Unrelated task,Projection,True,0.100000,1.000000,0.485982
Unrelated task,Projection,True,1.000000,1.000000,0.490903
Same task,Projection,False,0.010000,1.000000,0.417807
Same task,Projection,False,0.100000,1.000000,0.417600
Same task,Projection,False,1.000000,1.000000,0.424382
Similar task,Projection,False,0.010000,1.000000,0.430409
Similar task,Projection,False,0.100000,1.000000,0.431367
Similar task,Projection,False,1.000000,1.000000,0.437758
Unrelated task,Projection,False,0.010000,1.000000,0.472099
Unrelated task,Projection,False,0.100000,1.000000,0.480802
Unrelated task,Projection,False,1.000000,1.000000,0.490215
Same task,Projection,True,0.010000,3.000000,0.407718
Same task,Projection,True,0.100000,3.000000,0.427740
Same task,Projection,True,1.000000,3.000000,0.422911
Similar task,Projection,True,0.010000,3.000000,0.436757
Similar task,Projection,True,0.100000,3.000000,0.436305
Similar task,Projection,True,1.000000,3.000000,0.446061
Unrelated task,Projection,True,0.010000,3.000000,0.501951
Unrelated task,Projection,True,0.100000,3.000000,0.512546
Unrelated task,Projection,True,1.000000,3.000000,0.520049
Same task,Projection,False,0.010000,3.000000,0.403840
Same task,Projection,False,0.100000,3.000000,0.427123
Same task,Projection,False,1.000000,3.000000,0.417064
Similar task,Projection,False,0.010000,3.000000,0.444210
Similar task,Projection,False,0.100000,3.000000,0.435615
Similar task,Projection,False,1.000000,3.000000,0.443684
Unrelated task,Projection,False,0.010000,3.000000,0.503637
Unrelated task,Projection,False,0.100000,3.000000,0.514066
Unrelated task,Projection,False,1.000000,3.000000,0.521756
Same task,Projection,True,0.010000,10.000000,0.411241
Same task,Projection,True,0.100000,10.000000,0.428117
Same task,Projection,True,1.000000,10.000000,0.433375
Similar task,Projection,True,0.010000,10.000000,0.442240
Similar task,Projection,True,0.100000,10.000000,0.465573
Similar task,Projection,True,1.000000,10.000000,0.448557
Unrelated task,Projection,True,0.010000,10.000000,0.519461
Unrelated task,Projection,True,0.100000,10.000000,0.527529
Unrelated task,Projection,True,1.000000,10.000000,0.543175
Same task,Projection,False,0.010000,10.000000,0.404371
Same task,Projection,False,0.100000,10.000000,0.432006
Same task,Projection,False,1.000000,10.000000,0.434411
Similar task,Projection,False,0.010000,10.000000,0.435052
Similar task,Projection,False,0.100000,10.000000,0.461359
Similar task,Projection,False,1.000000,10.000000,0.452380
Unrelated task,Projection,False,0.010000,10.000000,0.516289
Unrelated task,Projection,False,0.100000,10.000000,0.530457
Unrelated task,Projection,False,1.000000,10.000000,0.543214
Same task,Projection,True,0.010000,0.100000,0.440581
Same task,Projection,True,0.100000,0.100000,0.435345
Same task,Projection,True,1.000000,0.100000,0.437583
Similar task,Projection,True,0.010000,0.100000,0.437077
Similar task,Projection,True,0.100000,0.100000,0.434994
Similar task,Projection,True,1.000000,0.100000,0.437355
Unrelated task,Projection,True,0.010000,0.100000,0.451266
Unrelated task,Projection,True,0.100000,0.100000,0.449015
Unrelated task,Projection,True,1.000000,0.100000,0.451832
Same task,Projection,False,0.010000,0.100000,0.445071
Same task,Projection,False,0.100000,0.100000,0.440865
Same task,Projection,False,1.000000,0.100000,0.443881
Similar task,Projection,False,0.010000,0.100000,0.436779
Similar task,Projection,False,0.100000,0.100000,0.436515
Similar task,Projection,False,1.000000,0.100000,0.437539
Unrelated task,Projection,False,0.010000,0.100000,0.448279
Unrelated task,Projection,False,0.100000,0.100000,0.453439
Unrelated task,Projection,False,1.000000,0.100000,0.454307
Same task,Projection,True,0.010000,0.300000,0.433419
Same task,Projection,True,0.100000,0.300000,0.433958
Same task,Projection,True,1.000000,0.300000,0.429086
Similar task,Projection,True,0.010000,0.300000,0.438821
Similar task,Projection,True,0.100000,0.300000,0.437893
Similar task,Projection,True,1.000000,0.300000,0.445568
Unrelated task,Projection,True,0.010000,0.300000,0.456313
Unrelated task,Projection,True,0.100000,0.300000,0.458159
Unrelated task,Projection,True,1.000000,0.300000,0.460363
Same task,Projection,False,0.010000,0.300000,0.428882
Same task,Projection,False,0.100000,0.300000,0.430030
Same task,Projection,False,1.000000,0.300000,0.430950
Similar task,Projection,False,0.010000,0.300000,0.441229
Similar task,Projection,False,0.100000,0.300000,0.440924
Similar task,Projection,False,1.000000,0.300000,0.441954
Unrelated task,Projection,False,0.010000,0.300000,0.454326
Unrelated task,Projection,False,0.100000,0.300000,0.455106
Unrelated task,Projection,False,1.000000,0.300000,0.456339
Same task,Projection,True,0.010000,1.000000,0.407564
Same task,Projection,True,0.100000,1.000000,0.412605
Same task,Projection,True,1.000000,1.000000,0.425367
Similar task,Projection,True,0.010000,1.000000,0.436366
Similar task,Projection,True,0.100000,1.000000,0.430991
Similar task,Projection,True,1.000000,1.000000,0.439262
Unrelated task,Projection,True,0.010000,1.000000,0.479488
Unrelated task,Projection,True,0.100000,1.000000,0.488885
Unrelated task,Projection,True,1.000000,1.000000,0.491287
Same task,Projection,False,0.010000,1.000000,0.414322
Same task,Projection,False,0.100000,1.000000,0.418240
Same task,Projection,False,1.000000,1.000000,0.416575
Similar task,Projection,False,0.010000,1.000000,0.427468
Similar task,Projection,False,0.100000,1.000000,0.436346
Similar task,Projection,False,1.000000,1.000000,0.444124
Unrelated task,Projection,False,0.010000,1.000000,0.474110
Unrelated task,Projection,False,0.100000,1.000000,0.487760
Unrelated task,Projection,False,1.000000,1.000000,0.492712
Same task,Projection,True,0.010000,3.000000,0.421673
Same task,Projection,True,0.100000,3.000000,0.417597
Same task,Projection,True,1.000000,3.000000,0.420983
Similar task,Projection,True,0.010000,3.000000,0.436391
Similar task,Projection,True,0.100000,3.000000,0.439624
Similar task,Projection,True,1.000000,3.000000,0.449321
Unrelated task,Projection,True,0.010000,3.000000,0.495397
Unrelated task,Projection,True,0.100000,3.000000,0.518690
Unrelated task,Projection,True,1.000000,3.000000,0.522450
Same task,Projection,False,0.010000,3.000000,0.407935
Same task,Projection,False,0.100000,3.000000,0.410632
Same task,Projection,False,1.000000,3.000000,0.423091
Similar task,Projection,False,0.010000,3.000000,0.424596
Similar task,Projection,False,0.100000,3.000000,0.445812
Similar task,Projection,False,1.000000,3.000000,0.444424
Unrelated task,Projection,False,0.010000,3.000000,0.502887
Unrelated task,Projection,False,0.100000,3.000000,0.517920
Unrelated task,Projection,False,1.000000,3.000000,0.521066
Same task,Projection,True,0.010000,10.000000,0.415990
Same task,Projection,True,0.100000,10.000000,0.421439
Same task,Projection,True,1.000000,10.000000,0.427423
Similar task,Projection,True,0.010000,10.000000,0.432622
Similar task,Projection,True,0.100000,10.000000,0.450662
Similar task,Projection,True,1.000000,10.000000,0.453019
Unrelated task,Projection,True,0.010000,10.000000,0.542842
Unrelated task,Projection,True,0.100000,10.000000,0.541013
Unrelated task,Projection,True,1.000000,10.000000,0.542857
Same task,Projection,False,0.010000,10.000000,0.413456
Same task,Projection,False,0.100000,10.000000,0.421130
Same task,Projection,False,1.000000,10.000000,0.431025
Similar task,Projection,False,0.010000,10.000000,0.435916
Similar task,Projection,False,0.100000,10.000000,0.452665
Similar task,Projection,False,1.000000,10.000000,0.449769
Unrelated task,Projection,False,0.010000,10.000000,0.542606
Unrelated task,Projection,False,0.100000,10.000000,0.531945
Unrelated task,Projection,False,1.000000,10.000000,0.542846
Same task,Projection,True,0.010000,0.100000,0.437281
Same task,Projection,True,0.100000,0.100000,0.434837
Same task,Projection,True,1.000000,0.100000,0.441251
Similar task,Projection,True,0.010000,0.100000,0.435265
Similar task,Projection,True,0.100000,0.100000,0.436321
Similar task,Projection,True,1.000000,0.100000,0.438735
Unrelated task,Projection,True,0.010000,0.100000,0.452917
Unrelated task,Projection,True,0.100000,0.100000,0.444494
Unrelated task,Projection,True,1.000000,0.100000,0.447261
Same task,Projection,False,0.010000,0.100000,0.439273
Same task,Projection,False,0.100000,0.100000,0.434960
Same task,Projection,False,1.000000,0.100000,0.435415
Similar task,Projection,False,0.010000,0.100000,0.439743
Similar task,Projection,False,0.100000,0.100000,0.433692
Similar task,Projection,False,1.000000,0.100000,0.443292
Unrelated task,Projection,False,0.010000,0.100000,0.446656
Unrelated task,Projection,False,0.100000,0.100000,0.447157
Unrelated task,Projection,False,1.000000,0.100000,0.444838
Same task,Projection,True,0.010000,0.300000,0.425679
Same task,Projection,True,0.100000,0.300000,0.425251
Same task,Projection,True,1.000000,0.300000,0.426323
Similar task,Projection,True,0.010000,0.300000,0.433752
Similar task,Projection,True,0.100000,0.300000,0.430866
Similar task,Projection,True,1.000000,0.300000,0.431515
Unrelated task,Projection,True,0.010000,0.300000,0.450752
Unrelated task,Projection,True,0.100000,0.300000,0.445192
Unrelated task,Projection,True,1.000000,0.300000,0.453829
Same task,Projection,False,0.010000,0.300000,0.420482
Same task,Projection,False,0.100000,0.300000,0.421145
Same task,Projection,False,1.000000,0.300000,0.427144
Similar task,Projection,False,0.010000,0.300000,0.428132
Similar task,Projection,False,0.100000,0.300000,0.433898
Similar task,Projection,False,1.000000,0.300000,0.431038
Unrelated task,Projection,False,0.010000,0.300000,0.444856
Unrelated task,Projection,False,0.100000,0.300000,0.448491
Unrelated task,Projection,False,1.000000,0.300000,0.458192
Same task,Projection,True,0.010000,1.000000,0.414494
Same task,Projection,True,0.100000,1.000000,0.415981
Same task,Projection,True,1.000000,1.000000,0.426579
Similar task,Projection,True,0.010000,1.000000,0.422644
Similar task,Projection,True,0.100000,1.000000,0.429786
Similar task,Projection,True,1.000000,1.000000,0.446968
Unrelated task,Projection,True,0.010000,1.000000,0.468251
Unrelated task,Projection,True,0.100000,1.000000,0.489027
Unrelated task,Projection,True,1.000000,1.000000,0.492391
Same task,Projection,False,0.010000,1.000000,0.411127
Same task,Projection,False,0.100000,1.000000,0.406390
Same task,Projection,False,1.000000,1.000000,0.427630
Similar task,Projection,False,0.010000,1.000000,0.417621
Similar task,Projection,False,0.100000,1.000000,0.432136
Similar task,Projection,False,1.000000,1.000000,0.440985
Unrelated task,Projection,False,0.010000,1.000000,0.468086
Unrelated task,Projection,False,0.100000,1.000000,0.491283
Unrelated task,Projection,False,1.000000,1.000000,0.489685
Same task,Projection,True,0.010000,3.000000,0.401723
Same task,Projection,True,0.100000,3.000000,0.425614
Same task,Projection,True,1.000000,3.000000,0.425201
Similar task,Projection,True,0.010000,3.000000,0.428878
Similar task,Projection,True,0.100000,3.000000,0.444413
Similar task,Projection,True,1.000000,3.000000,0.441985
Unrelated task,Projection,True,0.010000,3.000000,0.491986
Unrelated task,Projection,True,0.100000,3.000000,0.521720
Unrelated task,Projection,True,1.000000,3.000000,0.521441
Same task,Projection,False,0.010000,3.000000,0.409134
Same task,Projection,False,0.100000,3.000000,0.416766
Same task,Projection,False,1.000000,3.000000,0.421775
Similar task,Projection,False,0.010000,3.000000,0.422726
Similar task,Projection,False,0.100000,3.000000,0.445301
Similar task,Projection,False,1.000000,3.000000,0.446663
Unrelated task,Projection,False,0.010000,3.000000,0.497669
Unrelated task,Projection,False,0.100000,3.000000,0.519553
Unrelated task,Projection,False,1.000000,3.000000,0.519100
Same task,Projection,True,0.010000,10.000000,0.418296
Same task,Projection,True,0.100000,10.000000,0.433849
Same task,Projection,True,1.000000,10.000000,0.543438
Similar task,Projection,True,0.010000,10.000000,0.440745
Similar task,Projection,True,0.100000,10.000000,0.462161
Similar task,Projection,True,1.000000,10.000000,0.543011
Unrelated task,Projection,True,0.010000,10.000000,0.543403
Unrelated task,Projection,True,0.100000,10.000000,0.532025
Unrelated task,Projection,True,1.000000,10.000000,0.543730
Same task,Projection,False,0.010000,10.000000,0.404476
Same task,Projection,False,0.100000,10.000000,0.433459
Same task,Projection,False,1.000000,10.000000,0.437461
Similar task,Projection,False,0.010000,10.000000,0.543083
Similar task,Projection,False,0.100000,10.000000,0.459940
Similar task,Projection,False,1.000000,10.000000,0.449301
